county,long,lat
Bolivar,-57.05408131,33.79921006
Bollinger,-52.74477178,37.29594944
Bon Homme,-54.8690704,42.9660758
Bond,-50.52236086,38.911973
Bonner,-68.32391078,48.29694756
Bonneville,-68.26703018,43.44336618
Boone,-49.05618653,39.09499947
Borden,-68.688559,32.743795
Bosque,-65.74666056,31.900304
Bossier,-61.01263655,32.58281427
Botetourt,-42.35423536,37.485246
Bottineau,-52.11847467,48.764928
Boulder,-63.27956839,38.86967336
Boundary,-67.6766204,48.7412212
Bourbon,-52.97431855,37.99821127
Bowie,-60.87595377,33.43082169
Bowman,-57.37735733,46.14368233
Box Butte,-60.818102,42.2671905
Box Elder,-70.61257067,41.68719167
Boyd,-49.58030382,40.42522618
Boyle,-47.28966467,37.60905033
Bracken,-45.370923,38.690613
Bradford,-37.58157481,39.86926829
Bradley,-52.96099764,34.56438318
Branch,-43.15087817,41.9255605
Brantley,-50.746138,31.19838525
Braxton,-42.01719336,38.686628
Brazoria,-66.21896852,29.24485281
Brazos,-65.69756947,30.64036547
Breathitt,-45.79963456,37.51195267
Breckinridge,-48.61842629,37.77441864
Bremer,-49.59043138,42.76470275
Brevard,-52.44287251,28.24171572
Brewster,-73.26447933,30.10230883
Briscoe,-66.76999,34.4259925
Bristol,-30.53674785,41.40281228
Bristol Bay,-98.273317,58.700512
Broadwater,-65.21467325,46.33816175
Bronx,-33.02850069,40.8474275
Brooke,-40.32688614,40.27292229
Brookings,-52.40863875,44.349181
Brooks,-57.97998371,29.776447
Broome,-33.66666645,42.180092
Broward,-54.13391251,26.14220029
Brown,-50.8915737,41.42076456
Brule,-55.35285725,43.7527135
Brunswick,-42.80240585,35.27877104
Bryan,-60.16711594,33.63762283
Buchanan,-49.3771805,39.50784743
Buckingham,-40.985543,37.525511
Bucks,-34.76338447,40.31010965
Buena Vista,-52.36214911,42.76688433
Buena Vista City,-41.62512,37.730001
Buffalo,-54.88507776,42.14321005
Bullitt,-39.74823867,31.6492585
Bulloch,-49.35555229,32.43462657
Bullock,-53.6089345,32.10515375
Buncombe,-46.93204658,35.59722383
Bureau,-48.08524025,41.39410346
Burke,-48.71604574,38.45904891
Burleigh,-49.9781438,43.79629167
Burleson,-66.14663086,30.447295
Burlington,-34.76195718,39.97893359
Burnet,-67.4312036,30.7147956
Burnett,-46.5217918,45.8439808
Burt,-54.472562,41.8744278
Butler,-47.66928413,39.44957656
Butte,-77.18068397,40.82350803
Butts,-50.67625433,33.29312333
Cabarrus,-45.192853,35.38172411
Cabell,-43.87072538,38.4143164
Cabo Rojo,-49.1380635,18.030366
Cache,-70.11991742,41.78215016
Caddo,-61.67780272,33.19298013
Caguas,-47.845068,18.212965
Calaveras,-82.352175,38.20969157
Calcasieu,-63.04306157,30.23855324
Caldwell,-56.18542493,34.8181303
Caledonia,-27.61181714,44.46604964
Calhoun,-51.17125906,36.65369876
Callahan,-67.001011,32.29026625
Callaway,-53.16306945,38.77720445
Calloway,-51.61600514,36.63919443
Calumet,-44.07810233,44.10299322
Calvert,-38.02049464,38.50739443
Camas,-71.331613,43.40809133
Cambria,-38.22727752,40.49154129
Camden,-40.57538209,38.37831695
Cameron,-66.58682121,28.29982818
Camp,-61.950231,32.993919
Campbell,-48.35550803,39.51716303
Camuy,-48.376879,18.477891
Canadian,-62.37407267,35.528872
Candler,-49.660565,32.4068645
Cannon,-50.28161475,35.81888125
Canovanas,-47.550771,18.333093
Canyon,-73.0884408,43.6288476
Cape Girardeau,-52.31245475,37.389429
Cape May,-35.69022052,39.09968519
Carbon,-55.04718247,41.83899313
Caribou,-68.8139794,42.7447618
Carlisle,-52.15439225,36.84763675
Carlton,-46.06173173,46.59781036
Carolina,-47.58020533,18.385454
Caroline,-37.75263979,38.61368314
Carroll,-43.77410575,39.53196391
Carson,-65.8426415,35.3892475
Carson City,-80.60317333,39.16621056
Carter,-54.26475268,37.39852473
Carteret,-41.80886765,34.83365824
Carver,-48.96336772,44.81204461
Cascade,-63.97328733,47.400979
Casey,-47.63248567,37.258536
Cass,-51.64016354,42.44254636
Cassia,-71.30345017,42.30266017
Castro,-67.69497825,34.550566
Caswell,-42.87935114,36.424946
Catahoula,-60.084425,31.73243717
Catano,-47.6994195,18.4404305
Catawba,-45.4886912,35.6658924
Catoosa,-50.21135867,34.933485
Catron,-74.81709571,33.765482
Cattaraugus,-36.381817,42.29855436
Cavalier,-49.69614827,48.74746818
Cayey,-48.036307,18.102967
Cayuga,-33.63282395,42.94840616
Cecil,-36.41393029,39.54151218
Cedar,-52.90730938,41.36773324
Ceiba,-47.329897,18.264872
Centre,-36.85375606,40.89782223
Cerro Gordo,-50.16421655,43.09332364
Chaffee,-67.473099,38.71840717
Chambers,-59.19802209,31.18431609
Champaign,-47.02938063,40.12750084
Chariton,-53.54015138,39.51753938
Charles,-38.49303125,38.47516538
Charles City,-39.68709,37.3668375
Charles Mix,-55.37321525,43.1166385
Charleston,-47.09673891,32.83146497
Charlevoix,-39.81117171,45.33385014
Charlotte,-49.95388938,30.80935462
Charlottesville City,-40.44776225,38.0376415
Charlton,-51.4515595,30.64483
Chase,-59.54063278,39.298421
Chatham,-47.64545944,32.97615421
Chattahoochee,-52.444159,32.292547
Chattooga,-50.89696875,34.4818855
Chautauqua,-39.54507716,41.68194022
Chaves,-59.375642,27.669518
Cheatham,-50.8205836,36.2540964
Cheboygan,-39.0697592,45.4826279
Chelan,-72.67548907,47.69038279
Chemung,-34.64343561,42.13806189
Chenango,-33.07507655,42.529632
Cherokee,-54.81018933,35.88132793
Cherry,-58.52868878,42.58309822
Chesapeake City,-39.52900033,36.74160156
Cheshire,-29.33313133,42.9218983
Chester,-37.57810013,39.28153808
Chesterfield,-40.29402186,34.58335024
Cheyenne,-62.493695,40.18758358
Chickasaw,-52.15291457,38.49987686
Chicot,-58.0048875,33.30875675
Childress,-65.714967,34.4998585
Chilton,-53.88828671,32.84828114
Chippewa,-42.27638903,45.76164777
Chisago,-47.40892942,45.47119258
Chittenden,-28.60051064,44.4627
Choctaw,-58.11499041,32.93628982
Chouteau,-62.56577971,47.85369357
Chowan,-40.4129915,36.1924495
Christian,-52.24721317,37.87465274
Churchill,-78.97996733,39.51433333
Ciales,-48.135927,18.33616
Cibola,-72.9367765,35.0502895
Cidra,-47.98805,18.181469
Cimarron,-65.75960725,36.800899
Citrus,-53.60259185,28.85831485
Clackamas,-77.09086096,45.3034022
Claiborne,-52.18402845,34.9105157
Clallam,-75.96534727,48.11316436
Clare,-40.887809,43.960998
Clarendon,-46.51089838,33.68660675
Clarion,-38.25458152,41.19012279
Clark,-65.35200642,38.09479561
Clarke,-52.10177773,33.95983389
Clatsop,-77.901835,46.00729057
Clay,-51.36239726,38.39288623
Clayton,-49.47026479,38.86329854
Clear Creek,-65.9414008,39.7293976
Clearfield,-37.47145808,40.97177404
Clearwater,-59.69363691,47.01711173
Cleburne,-54.98601969,34.97669975
Clermont,-45.13899582,39.02216365
Cleveland,-54.35167603,35.14434393
Clifton Forge City,-41.998887,37.824232
Clinch,-51.73906075,31.03693425
Clinton,-41.79412743,41.52081193
Cloud,-58.1390135,39.484186
Coahoma,-56.33532555,34.24145973
Coal,-61.7274622,34.5842214
Coamo,-48.254818,18.095992
Cobb,-47.02622764,31.50546943
Cochise,-78.18708363,31.751278
Cochran,-69.08789567,33.62431233
Cocke,-47.15715114,35.95012629
Coconino,-76.09874196,35.72308107
Codington,-52.21522757,44.99494557
Coffee,-52.03635605,32.88414765
Coffey,-57.5182648,38.2081556
Coke,-68.5635175,31.848752
Colbert,-53.047023,34.71399883
Cole,-53.77672059,38.50898224
Coleman,-67.7091434,31.794157
Coles,-48.72413771,39.50897357
Colfax,-63.37206962,38.49622908
Colleton,-47.77003217,32.875592
Collier,-55.43564977,26.12498842
Collin,-61.24602359,32.02271976
Collingsworth,-65.3219405,34.85589575
Colonial Heights City,-40.134799,37.26219
Colorado,-66.904356,29.62201282
Colquitt,-52.58100075,31.19250575
Columbia,-44.01850241,40.66522884
Columbiana,-40.00023671,40.77680238
Columbus,-44.37863171,34.27867693
Colusa,-82.981993,39.19264638
Comal,-68.46335889,29.80261878
Comanche,-64.27807124,34.296477
Comerio,-47.994927,18.224958
Concho,-68.5370882,31.3733562
Concordia,-60.147219,31.50506267
Conecuh,-55.64172567,31.43869867
Conejos,-68.81353871,37.20282129
Contra Costa,-84.11512392,37.89922694
Converse,-62.4771154,42.8687404
Conway,-57.40527289,35.271394
Cook,-45.28257654,41.28351322
Cooke,-63.66465113,33.57275238
Cooper,-53.93726843,38.84196786
Coos,-47.63472681,44.06140615
Coosa,-53.204596,32.9465996
Copiah,-58.4594714,31.8967694
Corozal,-48.026156,18.304369
Corson,-55.33811036,45.73150645
Cortland,-33.47993425,42.60185775
Coryell,-66.38173577,31.39677023
Coshocton,-41.5538886,40.3155412
Costilla,-68.21859471,37.25221743
Cottle,-66.214499,34.05714933
Cotton,-64.0544985,34.290621
Cottonwood,-51.14884183,43.97303983
Covington,-55.96606327,31.32350291
Covington City,-42.206747,37.780216
Coweta,-51.38463164,33.33512382
Cowley,-59.56571567,37.29839833
Cowlitz,-76.586212,46.14679345
Craig,-53.1827535,36.99590667
Craighead,-54.78763479,35.83240864
Crane,-70.84669,31.500553
Craven,-41.98210592,35.1356075
Crawford,-48.7897999,39.67854479
Creek,-60.35733236,35.94848143
Crenshaw,-54.60432125,31.71421375
Crisp,-51.86792233,31.89555067
Crittenden,-53.85078207,35.82491057
Crockett,-55.48989075,35.17993038
Crook,-65.40944583,44.42300983
Crosby,-67.68938967,33.640807
Cross,-55.45208314,35.31985029
Crow Wing,-47.6059544,46.4879644
Crowley,-65.4818242,38.3015756
Culberson,-73.785353,31.03912
Culebra,-46.972731,18.323736
Cullman,-52.72231392,34.133397
Culpeper,-39.46952542,38.47269767
Cumberland,-34.24094701,39.54974469
Cuming,-54.85572225,41.93406025
Currituck,-39.62481773,36.31367053
Curry,-75.24748275,38.60014713
Custer,-61.61046883,41.53130446
Cuyahoga,-39.55636123,40.93030337
Dade,-54.50155711,36.55992878
Daggett,-68.605709,40.963177
Dakota,-49.71128458,44.20197015
Dale,-54.2278296,31.3891224
Dallam,-66.40943067,36.29758267
Dallas,-62.07524784,33.39584085
Dane,-46.32391575,43.0787639
Daniels,-56.75659725,48.7797525
Danville City,-42.81836675,36.591591
Dare,-39.93906521,35.71257079
Darke,-44.44783933,40.16622707
Darlington,-45.65209486,34.343262
Dauphin,-36.47198734,40.35246151
Davidson,-49.58498424,36.11217976
Davie,-44.62407967,35.89026567
Daviess,-50.68090611,38.70861278
Davis,-65.89160547,40.91950874
Davison,-54.45137033,43.656958
Dawes,-60.574649,42.674752
Dawson,-59.97598344,40.5638765
Day,-52.20571086,45.34946657
De Baca,-69.90222033,34.43546633
De Kalb,-47.89337117,38.89949069
De Soto,-55.21205591,30.94540187
De Witt,-68.305058,29.03063229
Deaf Smith,-67.31828,34.9383515
Dearborn,-45.81864833,39.14223333
Decatur,-52.71490979,37.38163376
Deer Lodge,-66.722337,46.1882445
Defiance,-43.1688035,41.34387638
Dekalb,-50.94920311,34.9134507
Del Norte,-82.24103167,41.8230145
Delaware,-38.74794845,40.58107624
Delta,-56.73019523,40.27961546
Denali,-86.443105,63.543571
Dent,-53.90830183,37.611142
Denton,-59.93626644,31.09352166
Denver,-64.02744038,39.10128367
Des Moines,-50.318629,40.91156286
Deschutes,-77.1553985,44.0220468
Desha,-57.534395,33.77337988
Deuel,-54.24086425,43.80353938
Dewey,-59.24534794,40.84541029
Dewitt,-48.72188525,40.16962938
Dickens,-67.2190065,33.581587
Dickenson,-45.21505367,37.14212467
Dickey,-52.41783025,46.100882
Dickinson,-49.58895277,43.09235327
Dickson,-51.1683955,36.1856715
Dillingham,-103.4891476,58.97325529
Dillon,-44.92973513,34.42829088
Dimmit,-71.21536775,28.4870795
Dinwiddie,-40.54931211,37.095801
District Of Columbia,-37.71273686,38.47564585
Divide,-54.45394575,48.871632
Dixie,-53.5522435,29.55455325
Dixon,-54.39711875,42.47276763
Doddridge,-41.4547106,39.2759812
Dodge,-48.75448762,41.79619358
Dolores,-70.87605067,37.70675433
Dona Ana,-74.48671059,32.2814733
Doniphan,-55.34253029,39.78898943
Donley,-65.85414933,34.934336
Dooly,-51.648784,32.1701178
Door,-42.15792982,45.05853073
Dorado,-47.845894,18.43606
Dorchester,-41.35264642,36.38503269
Dougherty,-52.61496278,31.55750578
Douglas,-59.24512887,40.99075494
Drew,-58.1038695,33.62300767
Du Page,-45.39087783,41.04845193
Dubois,-48.53639933,38.345847
Dubuque,-48.42217539,42.46532411
Duchesne,-70.09648808,40.30716817
Dukes,-29.253058,41.40202975
Dundy,-61.55497325,40.15808475
Dunklin,-53.85106933,36.26537058
Dunn,-49.669577,45.786592
Duplin,-43.00377191,34.94883373
Durham,-42.84303283,36.03617128
Dutchess,-31.99151072,41.7658171
Duval,-52.09361666,29.60585962
Dyer,-53.32841089,36.07167589
Eagle,-66.99132415,39.65344946
Early,-53.61165575,31.25730475
East Baton Rouge,-60.60657298,30.48813448
East Carroll,-58.45797833,32.779679
East Feliciana,-60.22822817,30.85175633
Eastland,-66.50107938,32.30650238
Eaton,-42.20393762,42.63218331
Eau Claire,-46.56742571,44.74869329
Echols,-52.268222,30.768894
Ector,-70.59952085,31.85215408
Eddy,-68.39421433,35.03924408
Edgar,-48.09738763,39.70378438
Edgecombe,-41.74451938,35.88717725
Edgefield,-48.14029,33.74976233
Edmonson,-49.032347,37.23051529
Edmunds,-53.8404652,45.453433
Edwards,-58.71384258,36.13164642
Effingham,-49.33417563,36.53458894
El Dorado,-81.69517783,38.8063571
El Paso,-71.85005068,33.53883662
Elbert,-59.563577,37.57184844
Elk,-42.94447095,40.33953684
Elkhart,-44.26160069,41.61043569
Elko,-74.45975876,41.02994182
Elliott,-44.94814,38.131568
Ellis,-63.25784159,34.60796678
Ellsworth,-59.5833746,38.6785626
Elmore,-60.58197388,36.55702988
Emanuel,-49.78819386,32.53847957
Emery,-71.75133444,39.18807844
Emmet,-43.83825425,44.72343388
Emmons,-53.84834383,46.313123
Emporia City,-40.840772,36.694745
Erath,-65.9709395,32.230816
Erie,-36.99355735,42.47736804
Escambia,-56.64841254,30.64239316
Esmeralda,-80.05592,37.676673
Essex,-30.63978746,42.25675805
Estill,-46.25223567,37.709292
Etowah,-52.04721964,34.01461282
Eureka,-76.3067455,39.980795
Evangeline,-61.65338775,30.74400888
Evans,-49.7383285,32.16005075
Fairbanks North Star,-82.62304663,64.823079
Fairfax,-37.4629497,37.86897184
Fairfax City,-38.44374667,38.85334733
Fairfield,-34.49794908,40.60082068
Fajardo,-47.279401,18.3456695
Fall River,-60.27955567,43.25144267
Fallon,-58.101689,46.306156
Falls,-65.73996438,31.24209675
Falls Church City,-38.2883455,38.8845565
Fannin,-59.33271255,33.8670402
Faribault,-50.24880173,43.67879273
Faulk,-54.0889505,45.05634467
Faulkner,-52.39665233,32.2426515
Fauquier,-39.06500271,38.74396458
Fayette,-44.84684766,37.11885161
Federated States Of Micro,158.641413,7.138297
Fentress,-48.62122633,36.33988067
Fergus,-62.13147473,47.23039045
Ferry,-69.60072967,48.79904533
Fillmore,-51.82816845,42.41648855
Finney,-62.79119067,38.00163133
Fisher,-67.56135725,32.7623545
Flagler,-51.77295943,29.48011557
Flathead,-65.93794542,48.29023679
Fleming,-45.35624657,38.34514843
Florence,-45.16020818,36.10116341
Florida,-48.202186,18.360125
Floyd,-48.39952569,37.28781334
Fluvanna,-40.4106208,37.8788506
Foard,-65.673125,33.968163
Fond Du Lac,-44.7690698,43.7592762
Ford,-52.77636636,39.61448886
Forest,-40.00292325,43.18763067
Forrest,-58.0551175,31.24591938
Forsyth,-44.5707014,35.94206293
Fort Bend,-66.27438867,29.52393529
Foster,-51.25897475,47.469765
Fountain,-47.10068313,40.107991
Franklin,-43.04328503,39.72894273
Franklin City,-40.259598,36.682635
Frederick,-38.24362376,39.3857674
Fredericksburg City,-39.19007167,38.29768433
Freeborn,-49.7017675,43.69890186
Freestone,-64.48113967,31.74094383
Fremont,-64.10185653,41.52174456
Fresno,-82.9615613,36.73911884
Frio,-70.1370175,28.91410625
Frontier,-59.7834772,40.5564948
Fulton,-48.48659582,36.39343552
Furnas,-59.67588013,40.22833325
Gadsden,-54.04430063,30.59042963
Gage,-56.40250992,40.28678392
Gaines,-69.91752267,32.76195333
Galax City,-44.253324,36.660281
Gallatin,-59.14250026,42.62295848
Gallia,-43.45822833,38.85109267
Galveston,-65.52372813,29.3901003
Garden,-60.9073515,41.4294675
Garfield,-65.56401921,38.99525398
Garland,-58.51749077,34.56091815
Garrard,-46.880961,37.64490075
Garrett,-39.67961578,39.54715067
Garvin,-62.54099444,34.74343756
Garza,-68.118032,33.180006
Gasconade,-53.04338057,38.48291271
Gaston,-45.85182719,35.30215788
Gates,-40.25594357,36.43955486
Geary,-57.74238333,39.08935267
Geauga,-39.61731438,41.52805762
Gem,-72.42594025,44.0092215
Genesee,-38.86655587,42.99669613
Geneva,-54.67357667,31.11804978
Gentry,-54.2300805,40.17395133
George,-57.782244,30.866791
Georgetown,-45.7925524,33.4544662
Gibson,-51.1626407,37.10764635
Gila,-77.27759771,33.647141
Gilchrist,-53.1265165,29.711863
Giles,-47.14309911,36.35319144
Gillespie,-68.610791,30.3225448
Gilliam,-74.78718633,45.420401
Gilmer,-43.48393653,38.07222313
Gilpin,-65.68257767,39.84047333
Glacier,-64.412088,48.6614856
Glades,-54.3358845,26.91646
Gladwin,-40.409076,43.95554933
Glascock,-49.387919,33.227532
Glasscock,-69.629419,31.864331
Glenn,-82.59943929,39.59722329
Gloucester,-36.82851498,38.85038929
Glynn,-50.26466925,31.20813875
Gogebic,-43.403006,46.41129033
Golden Valley,-59.3480852,46.649194
Goliad,-68.76271875,28.67679975
Gonzales,-68.09578336,29.44866436
Goochland,-40.16115162,37.73751046
Goodhue,-48.3114837,44.406926
Gooding,-71.96817875,42.845388
Gordon,-50.33781775,34.51396063
Goshen,-62.24769922,42.10580856
Gosper,-59.2763495,40.554809
Gove,-61.3540378,39.056674
Grady,-60.86310157,34.12883021
Grafton,-27.99157246,43.91280803
Graham,-68.73026307,34.95278813
Grainger,-47.30295083,36.2325055
Grand,-67.24489564,39.71529173
Grand Forks,-49.49965337,47.94211432
Grand Isle,-28.4808156,44.822195
Grand Traverse,-40.83310417,44.7232075
Granite,-66.821102,46.475526
Grant,-58.55920987,40.77975039
Granville,-42.41096529,36.25442043
Gratiot,-41.32483263,43.29504156
Graves,-51.91514058,36.75189392
Gray,-64.0234931,36.5706623
Grays Harbor,-76.70199138,47.11449157
Grayson,-55.90900897,35.13729538
Greeley,-58.2381996,40.9172894
Green,-47.1997074,41.5966355
Green Lake,-45.31587957,43.77788514
Greenbrier,-42.52335065,37.93658577
Greene,-45.0454323,38.89544177
Greenlee,-76.26022675,33.007195
Greensville,-40.90339,36.658643
Greenup,-44.26655963,38.57899888
Greenville,-47.51792628,34.88166225
Greenwood,-52.88008221,35.92201184
Greer,-64.54597533,34.92809767
Gregg,-62.3084912,32.4778804
Gregory,-55.989077,43.21332643
Grenada,-56.04178033,33.76956133
Griggs,-50.9198974,47.4181108
Grimes,-65.4293905,30.54218925
Grundy,-49.8179815,39.8639018
Guadalupe,-69.0727478,31.65936127
Guam,158.230554,13.444257
Guanica,-48.9481765,17.971031
Guayama,-48.146963,17.99229
Guayanilla,-48.770205,18.021051
Guaynabo,-47.742685,18.3712968
Guernsey,-41.48265829,39.99563736
Guilford,-43.82511449,36.07444504
Gulf,-55.27746267,29.953456
Gunnison,-68.26542427,38.66048891
Gurabo,-47.715549,18.259092
Guthrie,-52.74963978,41.68322089
Gwinnett,-48.42433383,32.8261616
Haakon,-57.299183,44.26250967
Habersham,-48.93879713,34.59597625
Haines,-76.368465,59.312688
Hale,-61.82900331,33.43873062
Halifax,-41.7971738,36.53554635
Hall,-54.87477143,36.35896887
Hamblen,-47.05045913,36.21647938
Hamilton,-47.24250241,38.58332026
Hamlin,-52.59590733,44.65420367
Hampden,-30.43385402,42.14271382
Hampshire,-33.67715213,41.23120928
Hampton,-48.35644531,32.78598946
Hampton City,-39.30838279,37.05223757
Hancock,-38.58484777,41.29328034
Hand,-54.58388667,44.46643633
Hanover,-39.7323388,37.7609562
Hansford,-65.07463367,36.24485567
Hanson,-54.087635,43.67261
Haralson,-51.4387992,33.7874408
Hardee,-54.3068455,27.50719075
Hardeman,-55.592208,35.04818277
Hardin,-51.19673466,37.74567585
Harding,-62.0459702,41.6822435
Hardy,-39.78107875,39.011644
Harford,-36.76801138,39.54378476
Harlan,-48.43858358,37.39178
Harmon,-65.11592833,34.743764
Harnett,-43.42466127,35.38261318
Harney,-75.8711228,43.181058
Harper,-61.58999127,37.04150073
Harris,-65.20312578,29.89036417
Harrison,-49.24795025,37.004636
Harrisonburg City,-26.962545,25.621225
Hart,-48.602148,36.54540363
Hartford,-30.9368981,41.7936402
Hartley,-66.572741,35.788738
Harvey,-59.36074757,38.05080857
Haskell,-63.02455893,34.7331346
Hatillo,-48.327305,18.481391
Hawaii,-135.7736129,19.67955048
Hawkins,-46.48692843,36.453774
Hayes,-60.536509,40.524819
Hays,-67.92801586,30.05772557
Haywood,-43.57816633,31.59580122
Heard,-51.934707,33.2176095
Hemphill,-64.47959,35.904503
Hempstead,-59.89305738,33.78921788
Henderson,-50.80227929,35.37166982
